5.0360, 298.72
14.269, 299.57
23.501, 300.71
34.412, 302.14
47.002, 303.27
57.914, 304.56
66.307, 305.55
74.677, 306.12
84.256, 307.12
94.564, 308.10
104.87, 309.17
115.18, 310.04
125.49, 310.90
135.80, 311.71
146.10, 312.49
156.41, 313.29
166.72, 313.83
177.03, 314.55
187.34, 315.22
197.64, 315.82
207.95, 316.40
218.26, 316.93
228.57, 317.46
238.87, 317.96
249.18, 318.47
259.49, 318.88
269.80, 319.36
280.11, 319.80
290.41, 320.23
300.72, 320.65
311.03, 321.08
321.34, 321.50
331.65, 321.91
341.95, 322.28
352.26, 322.66
362.57, 323.11
372.88, 323.42
383.19, 323.78
393.49, 324.14
403.80, 324.51
414.11, 324.87
424.42, 325.22
434.72, 325.59
445.03, 325.94
455.34, 326.30
465.65, 326.64
475.96, 327.05
486.26, 327.32
496.57, 327.78
506.88, 328.17
517.19, 328.57
527.50, 328.97
537.80, 329.40
548.11, 329.80
558.42, 330.20
568.73, 330.67
579.04, 331.12
589.34, 331.59
599.65, 332.07
609.96, 332.55
620.27, 333.05
630.58, 333.54
640.88, 334.08
651.19, 334.58
661.50, 335.17
671.81, 335.74
682.11, 336.01
692.42, 336.24
702.73, 336.28
711.16, 336.37
