

Measurement ID,6442
Battery Name,LG M50
Battery Type,
Circuit,MCCD_1268
Program,168 - MSM_Rate_2C
Start Time,8/26/2020 12:01:04 PM
End Time,8/27/2020 5:48:56 AM
Test section,TS006130
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTempPositive,LogTempMid,LogTempNegative,
[],[],[ss.xxx],[ss.xxx],[],[],[],[V],[A],[Ah],[AhPrev],[Wh],[Watt],[T1],[T1],[T1],
5,PAU,0.016,0.294,0,0,MSM_Rate_2C,3.15834,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,120.142,120.420,0,0,MSM_Rate_2C,3.15857,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,240.102,240.380,0,0,MSM_Rate_2C,3.15857,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,360.061,360.339,0,0,MSM_Rate_2C,3.15857,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,480.134,480.412,0,0,MSM_Rate_2C,3.15868,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,600.091,600.369,0,0,MSM_Rate_2C,3.15868,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,720.192,720.470,0,0,MSM_Rate_2C,3.15868,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,840.061,840.339,0,0,MSM_Rate_2C,3.15868,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,960.051,960.329,0,0,MSM_Rate_2C,3.15868,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,1080.113,1080.391,0,0,MSM_Rate_2C,3.15879,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,1200.078,1200.356,0,0,MSM_Rate_2C,3.15879,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,1320.077,1320.355,0,0,MSM_Rate_2C,3.15879,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,1440.122,1440.400,0,0,MSM_Rate_2C,3.15890,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,1560.126,1560.404,0,0,MSM_Rate_2C,3.15890,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,1680.104,1680.382,0,0,MSM_Rate_2C,3.15890,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,1800.107,1800.385,0,0,MSM_Rate_2C,3.15901,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,1920.143,1920.421,0,0,MSM_Rate_2C,3.15901,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,2040.103,2040.381,0,0,MSM_Rate_2C,3.15901,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,2160.137,2160.415,0,0,MSM_Rate_2C,3.15901,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,2280.111,2280.389,0,0,MSM_Rate_2C,3.15912,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,2400.217,2400.495,0,0,MSM_Rate_2C,3.15901,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,2520.076,2520.354,0,0,MSM_Rate_2C,3.15912,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,2640.078,2640.356,0,0,MSM_Rate_2C,3.15912,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,2760.098,2760.376,0,0,MSM_Rate_2C,3.15912,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,2880.074,2880.352,0,0,MSM_Rate_2C,3.15923,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,3000.088,3000.366,0,0,MSM_Rate_2C,3.15923,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,3120.100,3120.378,0,0,MSM_Rate_2C,3.15923,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,3240.132,3240.410,0,0,MSM_Rate_2C,3.15923,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,3360.096,3360.374,0,0,MSM_Rate_2C,3.15935,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,3480.053,3480.331,0,0,MSM_Rate_2C,3.15935,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,3600.144,3600.422,0,0,MSM_Rate_2C,3.15935,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,3720.089,3720.367,0,0,MSM_Rate_2C,3.15935,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
5,PAU,3840.099,3840.377,0,0,MSM_Rate_2C,3.15946,0.00000,0.00000,0.00000,0.00000,0.00000,-0.40000,-0.30000,-0.30000,
